Instelling,Toegangsnummer,Inventarisnummer,Aantal scans,METS link
NL-HaNA,1.04.02,4696,104,https://service.archief.nl/gaf/api/mets/v1/d1e22521-d0d5-4e93-911f-59b266e69415
NL-HaNA,1.04.02,4697,44,https://service.archief.nl/gaf/api/mets/v1/4dad56f1-82a4-4a43-a8ed-847b9d454f40
NL-HaNA,1.04.02,4698,4,https://service.archief.nl/gaf/api/mets/v1/c604599e-830b-4f6f-b8fe-6ea07a2c112a
NL-HaNA,1.04.02,4699,4,https://service.archief.nl/gaf/api/mets/v1/e2a3523c-242b-4981-b93e-0f9ec8dd5394
NL-HaNA,1.04.02,4700,4,https://service.archief.nl/gaf/api/mets/v1/45774135-15c2-4d29-b929-c2d1242d54cc
NL-HaNA,1.04.02,4701,26,https://service.archief.nl/gaf/api/mets/v1/05903b05-b4b4-4b79-87e8-ea618d77a790
NL-HaNA,1.04.02,4702,4,https://service.archief.nl/gaf/api/mets/v1/7dbcd839-5ad6-419f-b8d7-4193e230a569
NL-HaNA,1.04.02,4703,2,https://service.archief.nl/gaf/api/mets/v1/e77eafa0-ce37-4c83-bc02-61ad9be1a75f
NL-HaNA,1.04.02,4704,28,https://service.archief.nl/gaf/api/mets/v1/a6a5e6e9-2289-4dac-87b4-6718f3220a43
NL-HaNA,1.04.02,4705,4,https://service.archief.nl/gaf/api/mets/v1/4bdf0619-8c96-454d-b4e9-f0b38f48ac30
NL-HaNA,1.04.02,4706,4,https://service.archief.nl/gaf/api/mets/v1/7ce05db9-a16e-47ed-91c3-97dc9b7ec046
NL-HaNA,1.04.02,4707,12,https://service.archief.nl/gaf/api/mets/v1/1850de62-8267-4340-85e3-1861cbb8ecdd
NL-HaNA,1.04.02,4708,8,https://service.archief.nl/gaf/api/mets/v1/4b84b8aa-89aa-45b4-a30d-8fdb5483d1c6
NL-HaNA,1.04.02,4709,24,https://service.archief.nl/gaf/api/mets/v1/237b8f82-01bf-4d62-be9a-9458c9041aff
NL-HaNA,1.04.02,4710,76,https://service.archief.nl/gaf/api/mets/v1/836bb2ae-43d2-4312-bfaa-9ba621a31a00
NL-HaNA,1.04.02,4711,4,https://service.archief.nl/gaf/api/mets/v1/b62a04bf-9fb5-49d1-8023-b9fb3e0ea7f7
NL-HaNA,1.04.02,4712,24,https://service.archief.nl/gaf/api/mets/v1/86ed9ec9-4ffc-4a69-9461-02411df87aea
NL-HaNA,1.04.02,4713,58,https://service.archief.nl/gaf/api/mets/v1/be337693-4f2f-45bd-969e-7647047b611a
NL-HaNA,1.04.02,4714,16,https://service.archief.nl/gaf/api/mets/v1/34fddb20-5e1d-437d-9c60-4cd2f8f23e41
NL-HaNA,1.04.02,4715,4,https://service.archief.nl/gaf/api/mets/v1/593b2fee-59f5-464c-b60a-2540f9a67698
NL-HaNA,1.04.02,4716,22,https://service.archief.nl/gaf/api/mets/v1/852d4b6f-3173-4001-ae61-cc1f25f562a0
NL-HaNA,1.04.02,4717,46,https://service.archief.nl/gaf/api/mets/v1/a51c8a79-168e-41a8-a1f7-deb556ca9e2b
NL-HaNA,1.04.02,4718,12,https://service.archief.nl/gaf/api/mets/v1/718ff2ff-2a44-42f6-b244-f8149f7c3675
NL-HaNA,1.04.02,4719,14,https://service.archief.nl/gaf/api/mets/v1/d2d2261a-1c6e-43b6-ae4c-02c4b3b570ac
NL-HaNA,1.04.02,4720,8,https://service.archief.nl/gaf/api/mets/v1/a53f31ea-6c5a-4570-a506-a9bb1b9cafcb
NL-HaNA,1.04.02,4721,12,https://service.archief.nl/gaf/api/mets/v1/b8eaf56f-78b3-4bf9-80ac-728473e02d72
NL-HaNA,1.04.02,4722,66,https://service.archief.nl/gaf/api/mets/v1/7901b457-2dc0-44e6-b66a-00c360cdec92
NL-HaNA,1.04.02,4723,94,https://service.archief.nl/gaf/api/mets/v1/422ac6c6-83a6-40ca-a0c9-d75559a477d3
NL-HaNA,1.04.02,4724,20,https://service.archief.nl/gaf/api/mets/v1/ca7e6ca4-0b92-441e-a197-d94715b95045
NL-HaNA,1.04.02,4725,4,https://service.archief.nl/gaf/api/mets/v1/6df5f738-4709-441e-b3c3-a15279f6358f
NL-HaNA,1.04.02,4726,84,https://service.archief.nl/gaf/api/mets/v1/b376f4d7-b63f-4532-899f-1d79dab0ed02
NL-HaNA,1.04.02,4727,112,https://service.archief.nl/gaf/api/mets/v1/6e4c900d-e279-495a-b5e6-43bbbbbf877e
NL-HaNA,1.04.02,4728,34,https://service.archief.nl/gaf/api/mets/v1/9975dedb-0c82-498a-970c-e50a4b428393
NL-HaNA,1.04.02,4729,4,https://service.archief.nl/gaf/api/mets/v1/38bcd3e2-c3ed-452e-b658-8707e3be960b
NL-HaNA,1.04.02,4730,16,https://service.archief.nl/gaf/api/mets/v1/39d52b2e-1756-4179-a854-5046d014b3bb
NL-HaNA,1.04.02,4731,32,https://service.archief.nl/gaf/api/mets/v1/bb4e7fd6-cf15-4b03-aa30-51a89ce79401
NL-HaNA,1.04.02,4732,8,https://service.archief.nl/gaf/api/mets/v1/e702b8db-5120-452a-a625-e9f3fbdcf644
NL-HaNA,1.04.02,4733,148,https://service.archief.nl/gaf/api/mets/v1/e7bf6698-196d-4f71-bbd5-a0d115e0432a
NL-HaNA,1.04.02,4734,8,https://service.archief.nl/gaf/api/mets/v1/1349cb08-1048-42bf-9c9e-1e44d0e47348
NL-HaNA,1.04.02,4735,2,https://service.archief.nl/gaf/api/mets/v1/391bf5ab-9608-4d75-867f-793c384953ed
NL-HaNA,1.04.02,4736,328,https://service.archief.nl/gaf/api/mets/v1/4f7efd67-d551-4b09-b4dd-6268b1900772
NL-HaNA,1.04.02,4737,152,https://service.archief.nl/gaf/api/mets/v1/00c1d2d2-eb12-456e-bba6-590488f3197d
NL-HaNA,1.04.02,4738,4,https://service.archief.nl/gaf/api/mets/v1/ee8c7a28-be8e-4829-b6e9-1dad152f0f9e
NL-HaNA,1.04.02,4739,4,https://service.archief.nl/gaf/api/mets/v1/c38b9253-8ea5-4353-baea-c3836b7e5805
NL-HaNA,1.04.02,4740,74,https://service.archief.nl/gaf/api/mets/v1/23842096-993b-43dc-bfe0-c54ea0835182
NL-HaNA,1.04.02,4741,2,https://service.archief.nl/gaf/api/mets/v1/192788cb-2ad5-4270-b04a-ea151d833745
NL-HaNA,1.04.02,4742,214,https://service.archief.nl/gaf/api/mets/v1/f2df22da-9250-444e-be32-3fd437939a04
NL-HaNA,1.04.02,4743,32,https://service.archief.nl/gaf/api/mets/v1/eb379fa6-3490-48ac-961d-d783a903b9bd
NL-HaNA,1.04.02,4744,68,https://service.archief.nl/gaf/api/mets/v1/c07cfc53-4a15-4d83-a780-491854dbc85c
NL-HaNA,1.04.02,4745,16,https://service.archief.nl/gaf/api/mets/v1/a6fad07f-f707-46c8-862d-e350db75ab87
NL-HaNA,1.04.02,4746,4,https://service.archief.nl/gaf/api/mets/v1/662c2ca5-f3f0-4dec-b839-12a8a0188600
NL-HaNA,1.04.02,4747,84,https://service.archief.nl/gaf/api/mets/v1/599bacdb-c8c9-47a2-a68d-f65dfea21e5a
NL-HaNA,1.04.02,4748,34,https://service.archief.nl/gaf/api/mets/v1/56a8acdf-e573-421a-a086-d7b8dc14996a
NL-HaNA,1.04.02,4749,14,https://service.archief.nl/gaf/api/mets/v1/0700f13a-be8a-4c6f-b029-8a18c5b4e6a7
NL-HaNA,1.04.02,4750,48,https://service.archief.nl/gaf/api/mets/v1/6ce8e92a-d4ef-4c8b-a76a-f7956c92fc5c
NL-HaNA,1.04.02,4751,44,https://service.archief.nl/gaf/api/mets/v1/27fca71f-9962-48b9-b57b-4a56828c0ea1
NL-HaNA,1.04.02,4752,36,https://service.archief.nl/gaf/api/mets/v1/55b789e1-71d4-45b8-a7c5-8bafd160a482
NL-HaNA,1.04.02,4753,20,https://service.archief.nl/gaf/api/mets/v1/cdcc76a6-1049-4356-a610-7e6bae6af0b3
NL-HaNA,1.04.02,4754,8,https://service.archief.nl/gaf/api/mets/v1/8b0be9a5-b7e2-4b58-9eec-011a808fb587
NL-HaNA,1.04.02,4755,70,https://service.archief.nl/gaf/api/mets/v1/2b32365b-f76f-4da0-b529-b4a54d943673
NL-HaNA,1.04.02,4756,76,https://service.archief.nl/gaf/api/mets/v1/4bb14351-9b59-4cb3-b7c6-99881dfe696d
NL-HaNA,1.04.02,4757,360,https://service.archief.nl/gaf/api/mets/v1/48805b3e-8e16-47c4-8866-c37b492e6e51
NL-HaNA,1.04.02,4758,52,https://service.archief.nl/gaf/api/mets/v1/77d3a7bc-b4fd-46dd-9787-35b315e9911c
NL-HaNA,1.04.02,4759,154,https://service.archief.nl/gaf/api/mets/v1/95e88575-fd52-4fdd-8901-0d70f8b9eb4c
NL-HaNA,1.04.02,4760,586,https://service.archief.nl/gaf/api/mets/v1/d2c653aa-5390-45a2-b167-361e7644e1be
NL-HaNA,1.04.02,4761,38,https://service.archief.nl/gaf/api/mets/v1/572ad31f-3eda-4b5c-a324-7325d10a7e7d
NL-HaNA,1.04.02,4762,20,https://service.archief.nl/gaf/api/mets/v1/29000f33-3fec-4bdc-98e7-aa544ebdfeb4
NL-HaNA,1.04.02,4763,34,https://service.archief.nl/gaf/api/mets/v1/dfd5f803-bc90-4f17-869f-f240724618ae
NL-HaNA,1.04.02,4764,204,https://service.archief.nl/gaf/api/mets/v1/f5d2eaca-76dd-45a5-a5fc-3d213f28ede3
NL-HaNA,1.04.02,4765,44,https://service.archief.nl/gaf/api/mets/v1/7d93f235-aac9-4c3a-b8b2-23988fa5169f
NL-HaNA,1.04.02,4766,110,https://service.archief.nl/gaf/api/mets/v1/d3b7c583-1b61-4e55-bfbd-347bf5e88d93
NL-HaNA,1.04.02,4767,24,https://service.archief.nl/gaf/api/mets/v1/6919a456-dd28-40ad-9659-a3b112c7e652
NL-HaNA,1.04.02,4768,118,https://service.archief.nl/gaf/api/mets/v1/4f1fab33-4268-451b-95be-cc8163f62729
NL-HaNA,1.04.02,4769,366,https://service.archief.nl/gaf/api/mets/v1/33880c17-e63c-4f5b-987e-3ab4ab5e2506
NL-HaNA,1.04.02,4770,176,https://service.archief.nl/gaf/api/mets/v1/96158b7d-758d-407a-8544-648c7ac6ed1f
NL-HaNA,1.04.02,4771,68,https://service.archief.nl/gaf/api/mets/v1/5fe18e3a-f150-410b-99b3-2a00b8fdef22
NL-HaNA,1.04.02,4772,194,https://service.archief.nl/gaf/api/mets/v1/3590c8f0-0842-4a7e-84c5-f5833fb80527
NL-HaNA,1.04.02,4773,196,https://service.archief.nl/gaf/api/mets/v1/33bcc50f-126d-4dbe-a7f1-68d35d43b78e
NL-HaNA,1.04.02,4774,16,https://service.archief.nl/gaf/api/mets/v1/603cd734-cf8d-4640-99c3-df7fcfbf6485
NL-HaNA,1.04.02,4775,68,https://service.archief.nl/gaf/api/mets/v1/4a08d0a8-766f-4572-9eb2-084b22f6dd86
NL-HaNA,1.04.02,4776,174,https://service.archief.nl/gaf/api/mets/v1/6d1afbf4-0e51-4280-a09d-1bb3f01e5b5d
NL-HaNA,1.04.02,4777,820,https://service.archief.nl/gaf/api/mets/v1/cb0fc1c0-026a-4bf9-80b5-42cd5d9a3bf6
NL-HaNA,1.04.02,4778,142,https://service.archief.nl/gaf/api/mets/v1/d13d6cf9-de93-424c-a757-7f7682bb159f
NL-HaNA,1.04.02,4779,432,https://service.archief.nl/gaf/api/mets/v1/862d31da-bf6e-4b85-a750-0fdad7ea3881
NL-HaNA,1.04.02,4780,900,https://service.archief.nl/gaf/api/mets/v1/f2381492-e799-4aae-b145-12889c1a490b
NL-HaNA,1.04.02,4781,578,https://service.archief.nl/gaf/api/mets/v1/807799cc-e4d5-403c-aeae-5609d1455c9d
NL-HaNA,1.04.02,4782,766,https://service.archief.nl/gaf/api/mets/v1/3eedeafd-ba47-4705-b75d-07bc769b23b1
NL-HaNA,1.04.02,4783,240,https://service.archief.nl/gaf/api/mets/v1/0a4de861-08dc-40b6-a28e-81a3c9d252e0
NL-HaNA,1.04.02,4784,602,https://service.archief.nl/gaf/api/mets/v1/0b6ace36-04d4-4a88-8fb4-05497c707778
NL-HaNA,1.04.02,4785,42,https://service.archief.nl/gaf/api/mets/v1/e2299ebb-4155-45c6-846f-0909380b44ad
NL-HaNA,1.04.02,4786,62,https://service.archief.nl/gaf/api/mets/v1/5f605570-9715-4e51-9631-a7fde9a3dfb6
NL-HaNA,1.04.02,4787,8,https://service.archief.nl/gaf/api/mets/v1/951b620d-c1f4-434b-8f99-273bf2cecf12
NL-HaNA,1.04.02,4788,36,https://service.archief.nl/gaf/api/mets/v1/c7141c69-3888-4c5f-be0f-a8413c336c9f
NL-HaNA,1.04.02,4789,32,https://service.archief.nl/gaf/api/mets/v1/f0ef34dc-f4b6-41e6-ac4c-8231f9ee80ea
NL-HaNA,1.04.02,4790,220,https://service.archief.nl/gaf/api/mets/v1/fa3a6e15-45c7-4c56-b411-c5be5726378b
NL-HaNA,1.04.02,4791,4,https://service.archief.nl/gaf/api/mets/v1/e2a2a7fb-f8ec-4fad-ab1b-104b706a514c
NL-HaNA,1.04.02,4792,12,https://service.archief.nl/gaf/api/mets/v1/87ed1dee-9987-4aff-8d76-bac39bcbc608
NL-HaNA,1.04.02,4793,20,https://service.archief.nl/gaf/api/mets/v1/b22c5e85-6ad5-452b-9243-e8951593182b
NL-HaNA,1.04.02,4794,4,https://service.archief.nl/gaf/api/mets/v1/4e9981b3-aed4-4525-bf87-c4e2c127de0d
NL-HaNA,1.04.02,4795,32,https://service.archief.nl/gaf/api/mets/v1/d651699d-854a-4ee0-b775-4cf239ed5119
NL-HaNA,1.04.02,4796,100,https://service.archief.nl/gaf/api/mets/v1/f4e87220-71b9-4ee6-afef-e995e1bf5676
NL-HaNA,1.04.02,4797,16,https://service.archief.nl/gaf/api/mets/v1/ce43f18f-9cdf-4f81-8508-6e077616323c
NL-HaNA,1.04.02,4798,32,https://service.archief.nl/gaf/api/mets/v1/64524659-6804-4d6f-b04a-e62665424e0f
NL-HaNA,1.04.02,4799,80,https://service.archief.nl/gaf/api/mets/v1/d39488fd-d33b-4dea-8398-29302f6f4d7d
NL-HaNA,1.04.02,4800,18,https://service.archief.nl/gaf/api/mets/v1/3ea17fc3-daf6-48ce-84e1-64a11d9fd689
NL-HaNA,1.04.02,4801,4,https://service.archief.nl/gaf/api/mets/v1/284dcf66-e7bd-4a40-b80c-953518e0cb47
NL-HaNA,1.04.02,4802,52,https://service.archief.nl/gaf/api/mets/v1/fe01d0ab-c0ae-41bc-9ffa-12f795afa85b
NL-HaNA,1.04.02,4803,4,https://service.archief.nl/gaf/api/mets/v1/c1ec0fe2-bb6f-4dc5-8308-8448f48186e5
NL-HaNA,1.04.02,4804,4,https://service.archief.nl/gaf/api/mets/v1/350ce349-49db-4181-bdaa-11cde30faea5
NL-HaNA,1.04.02,4805,28,https://service.archief.nl/gaf/api/mets/v1/4c69267b-51c9-453c-8055-7153bb54f587
NL-HaNA,1.04.02,4806,4,https://service.archief.nl/gaf/api/mets/v1/adf4394e-a779-4089-805b-4cae6bdd4e22
NL-HaNA,1.04.02,4807,166,https://service.archief.nl/gaf/api/mets/v1/d5d97335-a998-482d-a9b0-d39957cd87e4
NL-HaNA,1.04.02,4808,18,https://service.archief.nl/gaf/api/mets/v1/6eb157e6-35e9-4fcb-84c9-ff2ca570bc4f
NL-HaNA,1.04.02,4809,8,https://service.archief.nl/gaf/api/mets/v1/1e69c897-c874-4511-bd31-ecdd120d54d5
NL-HaNA,1.04.02,4810,12,https://service.archief.nl/gaf/api/mets/v1/02df13f9-254c-476c-b348-4d37123f2d09
NL-HaNA,1.04.02,4811,2,https://service.archief.nl/gaf/api/mets/v1/3bb27640-3805-44bb-8a42-cba1dbc3d04f
NL-HaNA,1.04.02,4812,6,https://service.archief.nl/gaf/api/mets/v1/d1f7d506-8024-430e-9bea-e2675dc55e17
NL-HaNA,1.04.02,4813,6,https://service.archief.nl/gaf/api/mets/v1/f454cd75-6d89-49a7-a840-7d58d16d976c
NL-HaNA,1.04.02,4814,88,https://service.archief.nl/gaf/api/mets/v1/8816e776-ce39-4751-b067-b9f786db0e70
NL-HaNA,1.04.02,4815,8,https://service.archief.nl/gaf/api/mets/v1/cd7e73e8-6fe6-449f-9cef-715a7bc8dc77
NL-HaNA,1.04.02,4816,152,https://service.archief.nl/gaf/api/mets/v1/24f870a9-c331-47be-95af-dc84deee3ab3
NL-HaNA,1.04.02,4817,4,https://service.archief.nl/gaf/api/mets/v1/0fd3e12a-bef8-4cd1-84bb-717ed5696631
NL-HaNA,1.04.02,4818,2,https://service.archief.nl/gaf/api/mets/v1/4e4d4ff6-19f0-4bd7-ac30-df5b63f09d97
NL-HaNA,1.04.02,4819,56,https://service.archief.nl/gaf/api/mets/v1/e4974552-7ae5-409e-9608-5a79eb01e44c
NL-HaNA,1.04.02,4820,18,https://service.archief.nl/gaf/api/mets/v1/791f0e15-2adf-420b-ae36-ec5990948f3e
NL-HaNA,1.04.02,4821,8,https://service.archief.nl/gaf/api/mets/v1/825de265-549d-4f37-a800-da724cada42c
NL-HaNA,1.04.02,4822,8,https://service.archief.nl/gaf/api/mets/v1/0406430c-35f8-44a5-b9f3-6fc0095731b9
NL-HaNA,1.04.02,4823,20,https://service.archief.nl/gaf/api/mets/v1/be1f70ae-3463-484c-a695-cc0921acea4b
NL-HaNA,1.04.02,4824,68,https://service.archief.nl/gaf/api/mets/v1/370838ba-6c1f-48db-bb11-5761a3cfc1ae
NL-HaNA,1.04.02,4825,48,https://service.archief.nl/gaf/api/mets/v1/c396d591-658f-45a7-bbd9-6f05e31cfe11
NL-HaNA,1.04.02,4826,236,https://service.archief.nl/gaf/api/mets/v1/254ea61a-bcfa-44a8-84dd-376bb7e6d313
NL-HaNA,1.04.02,4827,2,https://service.archief.nl/gaf/api/mets/v1/8a81d4a7-6d39-48ee-85e7-c05b2bea50fb
NL-HaNA,1.04.02,4828,8,https://service.archief.nl/gaf/api/mets/v1/2ddbf3e9-01ca-4801-bc4d-a968f709fb75
NL-HaNA,1.04.02,4829,2,https://service.archief.nl/gaf/api/mets/v1/9af384fe-b2ab-4f50-a02a-ac0207f5442d
NL-HaNA,1.04.02,4830,2,https://service.archief.nl/gaf/api/mets/v1/cd9fa51a-47bd-4ded-ba1c-30b01d6b9c4e
NL-HaNA,1.04.02,4831,36,https://service.archief.nl/gaf/api/mets/v1/7c7765d0-635e-444a-957c-e1b62fc6326b
NL-HaNA,1.04.02,4832,16,https://service.archief.nl/gaf/api/mets/v1/1426cb59-5a63-4c17-b771-2951a72eadd0
NL-HaNA,1.04.02,4833,24,https://service.archief.nl/gaf/api/mets/v1/885734bd-3ccc-4c27-9c21-54e24263541e
NL-HaNA,1.04.02,4834,4,https://service.archief.nl/gaf/api/mets/v1/04bfceef-1380-4301-8b2e-433818c0c5ed
NL-HaNA,1.04.02,4835,4,https://service.archief.nl/gaf/api/mets/v1/03d2ba1b-17f1-4205-88ba-51c8c2f9ccf3
NL-HaNA,1.04.02,4836,28,https://service.archief.nl/gaf/api/mets/v1/dfb94d5d-d242-4124-b8a6-759ef3043529
NL-HaNA,1.04.02,4837,2,https://service.archief.nl/gaf/api/mets/v1/25df63fd-0eb9-4b5c-8c5e-67739189b4db
NL-HaNA,1.04.02,4838,8,https://service.archief.nl/gaf/api/mets/v1/a55a8db2-ff4b-4125-a6f3-3e8fd88eb6b4
NL-HaNA,1.04.02,4839,4,https://service.archief.nl/gaf/api/mets/v1/a790f3fd-8ac7-47a6-bfaa-5e35b04596bd
NL-HaNA,1.04.02,4840,24,https://service.archief.nl/gaf/api/mets/v1/20ea0e1e-5066-4e31-a370-7fb24da53c8d
NL-HaNA,1.04.02,4841,20,https://service.archief.nl/gaf/api/mets/v1/23d8ca69-a6dc-4bd6-9d08-3cdd2c97a7fd
NL-HaNA,1.04.02,4842,44,https://service.archief.nl/gaf/api/mets/v1/39948206-cc1f-4639-862f-0b0773b794e0
NL-HaNA,1.04.02,4843,246,https://service.archief.nl/gaf/api/mets/v1/ae550484-4800-4703-ade9-ef2714b95fa1
NL-HaNA,1.04.02,4844,40,https://service.archief.nl/gaf/api/mets/v1/e2ece2b4-6228-422f-90d4-5e5c6369a763
NL-HaNA,1.04.02,4845,8,https://service.archief.nl/gaf/api/mets/v1/ea769a77-ef2a-4812-9761-dc0bcf621698
NL-HaNA,1.04.02,4846,4,https://service.archief.nl/gaf/api/mets/v1/4383550f-0a82-4654-8c5f-a0c14d3a6c54
NL-HaNA,1.04.02,4847,178,https://service.archief.nl/gaf/api/mets/v1/f3effdef-059f-483f-b57b-63f7858535be
NL-HaNA,1.04.02,4848,126,https://service.archief.nl/gaf/api/mets/v1/9e2c844d-ae34-4b45-817b-42b1223494a6
NL-HaNA,1.04.02,4849,32,https://service.archief.nl/gaf/api/mets/v1/ced85af7-8842-44d1-8e7d-44e7b1730c73
NL-HaNA,1.04.02,4850,36,https://service.archief.nl/gaf/api/mets/v1/547c4a8a-bab7-4507-8292-1b1a9a651f6c
NL-HaNA,1.04.02,4851,8,https://service.archief.nl/gaf/api/mets/v1/d3794cf3-c916-4a39-8489-fb3b5d01c22b
NL-HaNA,1.04.02,4852,176,https://service.archief.nl/gaf/api/mets/v1/4d691cdb-8961-4928-8496-53c712c7b4ca
NL-HaNA,1.04.02,4853,60,https://service.archief.nl/gaf/api/mets/v1/becdf1bf-70ce-40b7-9b0d-9ca2fcddc4bc
NL-HaNA,1.04.02,4854,24,https://service.archief.nl/gaf/api/mets/v1/20bc88a4-a042-42a8-bcae-9d7bf469e155
NL-HaNA,1.04.02,4855,88,https://service.archief.nl/gaf/api/mets/v1/82876eba-c0d5-4307-b979-7e79b578c564
NL-HaNA,1.04.02,4856,32,https://service.archief.nl/gaf/api/mets/v1/63b6ab6d-55fc-4ed9-88ac-f3eab2bca60d
NL-HaNA,1.04.02,4857,2,https://service.archief.nl/gaf/api/mets/v1/b9e90cc9-febf-4d1b-ae4c-c8cbce4d3811
NL-HaNA,1.04.02,4858,64,https://service.archief.nl/gaf/api/mets/v1/caf2eb52-4e7f-40ae-9680-69f8483a9265
NL-HaNA,1.04.02,4859,12,https://service.archief.nl/gaf/api/mets/v1/6eded598-f2b3-4ad5-8a0c-b22e280853b8
NL-HaNA,1.04.02,4860,20,https://service.archief.nl/gaf/api/mets/v1/9458388a-5b34-4f3f-8d3d-f98f7c8e4d8a
NL-HaNA,1.04.02,4861,192,https://service.archief.nl/gaf/api/mets/v1/27d033f8-963a-4235-95da-2e7f52a75c9f
NL-HaNA,1.04.02,4862,8,https://service.archief.nl/gaf/api/mets/v1/5926cf32-19f2-4799-8a9a-255e6a145d80
NL-HaNA,1.04.02,4863,16,https://service.archief.nl/gaf/api/mets/v1/d23add09-63e8-4f40-b9d4-51ca6db1fae5
NL-HaNA,1.04.02,4864,44,https://service.archief.nl/gaf/api/mets/v1/85f5b1cd-8fe9-483c-8311-75ec9a9d56d2
NL-HaNA,1.04.02,4865,12,https://service.archief.nl/gaf/api/mets/v1/5d753093-8853-4372-8f82-0fa4b6a38bae
NL-HaNA,1.04.02,4866,8,https://service.archief.nl/gaf/api/mets/v1/f034fabf-a16f-418f-8b33-1ecfdff2da3d
NL-HaNA,1.04.02,4867,32,https://service.archief.nl/gaf/api/mets/v1/3873efc0-2005-4303-ab48-c20c63b0a304
NL-HaNA,1.04.02,4868,20,https://service.archief.nl/gaf/api/mets/v1/121c428d-558d-487f-8727-1c286461d564
NL-HaNA,1.04.02,4869,6,https://service.archief.nl/gaf/api/mets/v1/7409aa85-c074-4832-bebe-a85e6bc7a55d
NL-HaNA,1.04.02,4870,50,https://service.archief.nl/gaf/api/mets/v1/b439915e-6ad9-49f6-86bd-1baf44a146bc
NL-HaNA,1.04.02,4871,22,https://service.archief.nl/gaf/api/mets/v1/d485589d-98fe-4753-8ea8-17b905ce56af
NL-HaNA,1.04.02,4872,40,https://service.archief.nl/gaf/api/mets/v1/949ee529-69c4-46bd-b670-5351b9715a77
NL-HaNA,1.04.02,4873,4,https://service.archief.nl/gaf/api/mets/v1/9c18c781-98d3-440e-8ebb-a7f838327f2e
NL-HaNA,1.04.02,4874,12,https://service.archief.nl/gaf/api/mets/v1/ad610129-5550-4f7f-a039-63bdf9f73d9d
NL-HaNA,1.04.02,4875,52,https://service.archief.nl/gaf/api/mets/v1/e82a3e8d-5ca2-43cc-9ed0-4c7f5d7dadff
NL-HaNA,1.04.02,4876,68,https://service.archief.nl/gaf/api/mets/v1/33a5180c-7577-4a41-b25f-260fef796833
NL-HaNA,1.04.02,4877,188,https://service.archief.nl/gaf/api/mets/v1/0b99b5a5-3af0-4d08-8acf-78e7b60367cc
NL-HaNA,1.04.02,4878,28,https://service.archief.nl/gaf/api/mets/v1/68a241c7-0baa-4f32-8778-7789e64323aa
NL-HaNA,1.04.02,4879,44,https://service.archief.nl/gaf/api/mets/v1/26e728af-b29f-473b-81f9-50edad566262
NL-HaNA,1.04.02,4880,40,https://service.archief.nl/gaf/api/mets/v1/abcb323a-bdb5-4f31-a61b-ea61ff691e8b
NL-HaNA,1.04.02,4881,28,https://service.archief.nl/gaf/api/mets/v1/9ccef0da-1ced-482b-9191-8c1bec782165
NL-HaNA,1.04.02,4882,32,https://service.archief.nl/gaf/api/mets/v1/919da5e9-fa2e-4e06-a8df-adae4077bc88
NL-HaNA,1.04.02,4883,58,https://service.archief.nl/gaf/api/mets/v1/a362ab04-6275-46ae-a484-7719b8f0dba6
NL-HaNA,1.04.02,4884,352,https://service.archief.nl/gaf/api/mets/v1/88f5ec32-803e-4c0e-b8fc-36b65873cfd6
NL-HaNA,1.04.02,4885,48,https://service.archief.nl/gaf/api/mets/v1/eea65038-a81a-4fa5-af62-a4540114971a
NL-HaNA,1.04.02,4886,106,https://service.archief.nl/gaf/api/mets/v1/98913ba9-8a7f-4d33-a48e-6d61233c9590
NL-HaNA,1.04.02,4887,4,https://service.archief.nl/gaf/api/mets/v1/bf107ef3-68af-4105-9bef-66861f4b847a
NL-HaNA,1.04.02,4888,20,https://service.archief.nl/gaf/api/mets/v1/49bea809-d055-46d3-9cc6-e50a747a3e47
NL-HaNA,1.04.02,4889,14,https://service.archief.nl/gaf/api/mets/v1/e43c17b3-4fb1-46a5-b637-0ccc3010a686
NL-HaNA,1.04.02,4890,4,https://service.archief.nl/gaf/api/mets/v1/abf18d70-7e3f-4d29-b91d-0a8e915652d5
NL-HaNA,1.04.02,4891,96,https://service.archief.nl/gaf/api/mets/v1/506e1873-66e2-441d-981e-74ad2d3b83cb
NL-HaNA,1.04.02,4892,138,https://service.archief.nl/gaf/api/mets/v1/d628746b-11f6-4289-9ce4-37cf7639aa3b
NL-HaNA,1.04.02,4893,24,https://service.archief.nl/gaf/api/mets/v1/ce66c109-2e4e-4174-b3e9-8841bb09564d
NL-HaNA,1.04.02,4894,280,https://service.archief.nl/gaf/api/mets/v1/a696ba9d-310d-410c-b7a3-2cdd21cb8549
NL-HaNA,1.04.02,4895,14,https://service.archief.nl/gaf/api/mets/v1/400091af-7ab2-4cc5-846a-05eb05cef057
NL-HaNA,1.04.02,4896,56,https://service.archief.nl/gaf/api/mets/v1/c89bf6c4-0e19-443b-8860-2fe770969361
NL-HaNA,1.04.02,4897,16,https://service.archief.nl/gaf/api/mets/v1/2236eca8-44c2-4c16-81c5-3e96e40004be
NL-HaNA,1.04.02,4898,12,https://service.archief.nl/gaf/api/mets/v1/9f813828-2754-4652-8e78-03d98d7bbfb0
NL-HaNA,1.04.02,4899,76,https://service.archief.nl/gaf/api/mets/v1/e2cc65c5-6036-4878-b3f1-d11b3a8b7c96
NL-HaNA,1.04.02,4900,28,https://service.archief.nl/gaf/api/mets/v1/3efccac4-358f-4701-be0d-f6b187111a6a
